NOM_COMUN,TIPO_VEGET,ESTADO_INICIAL,FECHA,LADO_RED,DAP_ESTIM,LONG_INTER,TIPO_INTER,NIVEL_RIES,CIRCUITO_TRAMO,NODO_1,NODO_2,LONGITUD,LATITUD,DEP,MUN
GUADUA,Guadual,Pendiente Apagon,2024-06-28,Ambos Lados,14,20,Tala,Alto,BEL23L15,O10542,O10543,-75.80657091,5.023517343,CALDAS,BELALCÁZAR
NOGAL CAFETERO,Cafe/sombrio,Inspeccionado,2024-07-08,Izquierda,50,10,Poda,Alto,BEL23L15,O10634,O10634,-75.78708435,5.028302402,CALDAS,BELALCÁZAR
GUAYABO,Arbol aislado,Ejecutado,2024-07-08,Debajo,50,50,Poda,Alto,BEL23L15,O10640,O10652,-75.78375709,5.025503792,CALDAS,BELALCÁZAR
GUADUA,Arbol aislado,Pendiente Apagon,2024-07-08,Encima,12,20,Tala,Medio,BEL23L15,O10634,O10634,-75.78553284,5.027283006,CALDAS,BELALCÁZAR
CARBONERO,Bosque natural secundario,Ejecutado,2024-07-08,Debajo,15,15,Poda,Alto,BEL23L15,O10634,O10634,-75.78468518,5.026748892,CALDAS,BELALCÁZAR
NN,Cafe/sombrio,Ejecutado,2024-07-09,Izquierda,45,12,Poda,Medio,BOA23L13,O21349,O21352,-76.0206426,4.946110051,RISARALDA,BALBOA
NOGAL CAFETERO,Cafe/sombrio,Ejecutado,2024-07-09,Ambos Lados,40,25,Tala,Medio,BOA23L13,O21352,O21353,-76.02063509,4.946101317,RISARALDA,BALBOA
NARANJO,Frutales,Ejecutado,2024-07-09,Debajo,35,6,Poda,Medio,BOA23L13,O21353,O21359,-76.01720416,4.942115819,RISARALDA,BALBOA
PALMA REAL,Ornamental,Pendiente Apagon,2024-07-10,Debajo,40,7,Poda,Alto,VMA23L16,M23756,M23757,-75.524129,5.023512,CALDAS,VILLAMARÍA
CAMARGO,Rastrojo,Ejecutado,2024-07-10,Debajo,20,30,Rocería,Alto,VMA23L16,C12542,C12543,-75.51903,5.023954,CALDAS,VILLAMARÍA
BALSO BLANCO,Arbol aislado,Ejecutado,2024-07-10,Ambos Lados,20,15,Tala,Alto,VMA23L16,C12542,M23749,-75.518636,5.023422,CALDAS,VILLAMARÍA
GUADUA,Guadual,Ejecutado,2024-07-10,Encima,15,10,Tala,Medio,INS23L14,C20115,C29026,-75.73962562,5.048880919,CALDAS,RISARALDA
NOGAL CAFETERO,Cafe/sombrio,Ejecutado,2024-07-09,Izquierda,40,12,Poda,Medio,BOA23L13,O21352,O21353,-76.02063359,4.946111731,RISARALDA,BALBOA
NN,Cafe/sombrio,Inspeccionado,2024-07-09,Debajo,20,6,Poda,Bajo,BOA23L13,O21353,O21359,-76.01718346,4.94215106,RISARALDA,BALBOA
NN,Rastrojo,Ejecutado,2024-07-09,Debajo,15,15,Rocería,Alto,RIO30L16,B51014,B51015,-75.66943239,5.441218796,CALDAS,SUPÍA
MELINA,Bosque natural,Ejecutado,2024-07-09,Debajo,35,15,Poda,Alto,RIO30L16,B51013,B51014,-75.6739888,5.438215338,CALDAS,RIOSUCIO
GUAMO,Arbol aislado,Ejecutado,2024-07-09,Debajo,85,12,Poda,Alto,RIO30L16,B51013,B51014,-75.67401487,5.438197116,CALDAS,RIOSUCIO
MATARRATON,Cerca Viva,Ejecutado,2024-07-09,Debajo,20,20,Poda,Alto,RIO30L16,B51013,B51014,-75.67400885,5.438202046,CALDAS,RIOSUCIO
NN,Rastrojo,Ejecutado,2024-07-09,Debajo,15,15,Rocería,Alto,RIO30L16,B51018,B51019,-75.66163293,5.445913129,CALDAS,SUPÍA
NN,Cerca Viva,Inspeccionado,2024-06-18,Debajo,10,15,Rocería,Bajo,RIO30L16,B51034,B51035,-75.64873062,5.451419211,CALDAS,SUPÍA
EUCALIPTO,Arbol aislado,Ejecutado,2024-07-09,Derecha,80,15,Poda,Alto,AZA23L19,M43928,M43929,-75.47357081,5.05435802,CALDAS,MANIZALES
EUCALIPTO,Arbol aislado,Ejecutado,2024-07-09,Ambos Lados,45,70,Poda,Alto,AZA23L19,M43079,M43928,-75.47353169,5.054359547,CALDAS,MANIZALES
PALMA REAL,Ornamental,Ejecutado,2024-07-09,Izquierda,80,10,Poda,Alto,GTO23L13,L22039,L22358,-74.78796765,5.377905891,CALDAS,VICTORIA
OTROS,Arbol aislado,Ejecutado,2024-07-02,Debajo,50,20,Poda,Medio,AMR23L12,C32005,C32006,-75.65009046,5.100861453,CALDAS,PALESTINA
CAMARGO,Rastrojo,Ejecutado,2024-07-09,Ambos Lados,50,60,Poda,Alto,AZA23L19,M43079,M43928,-75.473398,5.054445,CALDAS,MANIZALES
OTROS,Arbol aislado,Ejecutado,2024-06-26,Izquierda,40,8,Poda,Medio,AMR23L14,C31146,C31147,-75.667727,5.066486,CALDAS,PALESTINA
ALMENDRO,Arbol aislado,Pendiente Otro,2024-06-26,Encima,45,8,Poda,Medio,AMR23L14,C31154,C31155,-75.66612815,5.064028401,CALDAS,PALESTINA
OTROS,Arbol aislado,Inspeccionado,2024-06-26,Ambos Lados,0,0,Poda,Medio,RIO23L15,W53898,W64326,-75.693694,5.408736,CALDAS,RIOSUCIO
OTROS,Bosque natural,Ejecutado,2024-07-09,Ambos Lados,35,35,Rocería,Medio,GTO23L13,L22039,L22358,-74.78796349,5.377913116,CALDAS,VICTORIA
OTROS,Bosque natural,Ejecutado,2024-07-09,Ambos Lados,50,48,Tala,Alto,GTO23L13,L22039,L22358,-74.78798082,5.37788636,CALDAS,VICTORIA
PALMA REAL,Ornamental,Ejecutado,2024-07-11,Ambos Lados,50,50,Poda,Alto,GTO23L13,L22358,L22359,-74.78915765,5.376070913,CALDAS,VICTORIA
SAMAN,Arbol aislado,Ejecutado,2024-07-01,Izquierda,100,40,Poda,Alto,AMR23L12,C32105,C32106,-75.66749797,5.161588374,CALDAS,MANIZALES
NOGAL CAFETERO,Cafe/sombrio,Inspeccionado,2024-07-16,Izquierda,60,0,Poda,Medio,BOA23L13,O21252,O21278,-75.988491,4.991400165,RISARALDA,LA CELIA
MATARRATON,Cerca Viva,Inspeccionado,2024-07-13,Debajo,25,0,Poda,Bajo,BOA23L13,O21353,O21354,-76.01714079,4.941531589,RISARALDA,BALBOA
NN,Plantacion,Ejecutado,2024-07-16,Ambos Lados,30,12,Poda,Medio,BOA23L13,O21357,O21502,-76.015265,4.934129,RISARALDA,BALBOA
GUAMO,Cafe/sombrio,Inspeccionado,2024-07-16,Debajo,35,0,Poda,Bajo,BOA23L13,O21252,O21255,-75.98977314,4.992044201,RISARALDA,LA CELIA
NOGAL CAFETERO,Cafe/sombrio,Ejecutado,2024-07-16,Izquierda,45,8,Poda,Medio,BOA23L13,O21257,O21478,-75.99265088,4.994333435,RISARALDA,LA CELIA
GUAMO,Cafe/sombrio,Ejecutado,2024-07-13,Derecha,35,6,Poda,Medio,BOA23L13,O21356,O21502,-76.01698337,4.940297232,RISARALDA,BALBOA
NN,Cafe/sombrio,Ejecutado,2024-07-13,Izquierda,45,10,Poda,Medio,BOA23L13,O21503,O21504,-76.01438473,4.937734737,RISARALDA,BALBOA
NOGAL CAFETERO,Cafe/sombrio,Inspeccionado,2024-07-13,Ambos Lados,40,0,Poda,Bajo,BOA23L13,O21356,O21502,-76.01654232,4.938780103,RISARALDA,BALBOA
CAMARGO,Rastrojo,Inspeccionado,2024-07-16,Debajo,10,8,Rocería,Bajo,AZA23L19,M43136,M43137,-75.47554,5.053864,CALDAS,MANIZALES
PALMA,Ornamental,Inspeccionado,2024-07-16,Izquierda,40,2,Poda,Medio,AZA23L19,M43073,M43076,-75.479609,5.050941,CALDAS,MANIZALES
ARRAYAN,Arbol aislado,Inspeccionado,2024-07-16,Derecha,50,0,Poda,Bajo,AZA23L19,M43115,M43674,-75.479034,5.047252,CALDAS,MANIZALES
OTROS,Arbol aislado,Inspeccionado,2024-07-16,Debajo,20,10,Poda,Bajo,AZA23L19,M43678,M43679,-75.479312,5.050294,CALDAS,MANIZALES
URAPAN,Arbol aislado,Inspeccionado,2024-07-16,Derecha,45,5,Poda,Bajo,AZA23L19,M43117,M43119,-75.478964,5.047061,CALDAS,MANIZALES
PINO PATULA,Arbol aislado,Inspeccionado,2024-07-16,Debajo,50,10,Poda,Alto,AZA23L19,M46670,M46927,-75.480099,5.046288,CALDAS,MANIZALES
LECHUDO,Arbol aislado,Inspeccionado,2024-07-16,Debajo,55,3,Poda,Bajo,AZA23L19,M43100,M43108,-75.479996,5.048969,CALDAS,MANIZALES
CIPRES,Arbol aislado,Inspeccionado,2024-07-16,Derecha,20,10,Poda,Alto,AZA23L19,M43419,M43845,-75.47751,5.049722,CALDAS,MANIZALES
LAUREL,Arbol aislado,Inspeccionado,2024-07-16,Debajo,40,4,Poda,Alto,AZA23L19,M43419,M43845,-75.477402,5.050019,CALDAS,MANIZALES
ARBOLOCO,Bosque natural secundario,Pendiente Apagon,2024-07-16,Izquierda,30,16,Poda,Alto,AZA23L19,M43127,M43843,-75.477685,5.050624,CALDAS,MANIZALES
GUAMO,Arbol aislado,Ejecutado,2024-07-13,Debajo,45,5,Poda,Medio,RIO23L15,W54054,W54055,-75.67650427,5.330025671,CALDAS,RIOSUCIO
TAMBOR,Arbol aislado,Pendiente Apagon,2024-07-13,Encima,40,2,Poda,Medio,RIO23L15,W54054,W54055,-75.67651059,5.330046886,CALDAS,RIOSUCIO
OTROS,Arbol aislado,Ejecutado,2024-07-13,Derecha,60,5,Poda,Medio,RIO23L15,W54060,W54170,-75.67793138,5.33031898,CALDAS,RIOSUCIO
OTROS,Arbol aislado,Ejecutado,2024-07-13,Debajo,30,6,Poda,Medio,RIO23L15,W54055,W54061,-75.675721,5.327754,CALDAS,RIOSUCIO
HELECHO ARBOREO,Bosque natural,Inspeccionado,2024-07-13,Izquierda,20,20,Poda,Bajo,AZA23L19,M43319,M43930,-75.472754,5.055508,CALDAS,MANIZALES
PINO PATULA,Plantacion,Inspeccionado,2024-07-05,Ambos Lados,70,15,Poda,Alto,AZA23L19,M43011,M43079,-75.465064,5.056511,CALDAS,MANIZALES
URAPAN,Arbol aislado,Inspeccionado,2024-07-13,Debajo,40,10,Poda,Bajo,AZA23L19,M43022,M43165,-75.460866,5.05579,CALDAS,MANIZALES
ARBOLOCO,Bosque natural secundario,Inspeccionado,2024-07-13,Debajo,40,5,Poda,Bajo,AZA23L19,M43312,M46980,-75.447628,5.055279,CALDAS,MANIZALES
BAMBU,Rastrojo,Ejecutado,2024-07-13,Izquierda,8,10,Rocería,Bajo,AZA23L19,M43929,M43940,-75.47461,5.054172,CALDAS,MANIZALES
MATARRATON,Cerca Viva,Ejecutado,2024-07-09,Encima,32,6,Poda,Alto,QHI23L13,W41860,W41872,-75.70919249,5.283082628,RISARALDA,QUINCHÍA
NN,Rastrojo,Ejecutado,2024-07-09,Debajo,3,10,Rocería,Alto,QHI23L13,W41877,W41878,-75.70566383,5.289702801,RISARALDA,QUINCHÍA
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-07-09,Debajo,32,5,Poda,Alto,QHI23L13,W41875,W41876,-75.70986041,5.286002812,RISARALDA,QUINCHÍA
PLATANO,Arbol aislado,Ejecutado,2024-07-09,Debajo,12,5,Poda,Medio,QHI23L13,W41872,W41877,-75.70918474,5.283094604,RISARALDA,QUINCHÍA
GUANABANO,Frutales,Ejecutado,2024-07-09,Derecha,30,5,Poda,Alto,QHI23L13,W41860,W41861,-75.70883649,5.281778387,RISARALDA,QUINCHÍA
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-07-09,Debajo,40,10,Poda,Alto,QHI23L13,W41875,W41876,-75.70985187,5.286069139,RISARALDA,QUINCHÍA
YARUMO,Arbol aislado,Ejecutado,2024-07-09,Debajo,8,5,Rocería,Medio,QHI23L13,W41861,W41867,-75.70882711,5.281765614,RISARALDA,QUINCHÍA
ARBOLOCO,Bosque natural secundario,Ejecutado,2024-07-15,Debajo,1,10,Rocería,Medio,MAN23L16,M20380,M20381,-75.52979326,5.043031132,CALDAS,MANIZALES
NN,Ornamental,Pendiente Otro,2024-07-15,Derecha,40,6,Poda,Alto,MAN23L16,M20096,M20603,-75.52940876,5.045121111,CALDAS,MANIZALES
NN,Arbol aislado,Ejecutado,2024-07-13,Derecha,30,10,Poda,Medio,BOA23L13,O21355,O21356,-76.01701562,4.940437162,RISARALDA,BALBOA
MATARRATON,Cerca Viva,Ejecutado,2024-07-13,Debajo,20,7,Poda,Medio,BOA23L13,O21354,O21355,-76.01705328,4.940656013,RISARALDA,BALBOA
MATARRATON,Cerca Viva,Ejecutado,2024-07-16,Debajo,30,10,Poda,Alto,PRA23L13,W60093,W61116,-75.57602775,5.488914452,CALDAS,MARMATO
CARBONERO,Arbol aislado,Ejecutado,2024-07-16,Debajo,20,6,Poda,Alto,PRA23L13,W60092,W60093,-75.57576814,5.488399443,CALDAS,MARMATO
PALMA BOTELLA,Ornamental,Ejecutado,2024-07-16,Izquierda,60,6,Poda,Alto,PRA23L13,N49577,N49578,-75.57338758,5.48965723,CALDAS,MARMATO
OTROS,Arbol aislado,Ejecutado,2024-07-16,Derecha,15,5,Poda,Medio,CHA23L15,C13837,C13839,-75.578641,5.034692,CALDAS,MANIZALES
OTROS,Arbol aislado,Inspeccionado,2024-07-16,Derecha,15,5,Poda,Medio,CHA23L15,C13836,C13839,-75.578482,5.034621,CALDAS,MANIZALES
YARUMO,Arbol aislado,Ejecutado,2024-07-09,Derecha,25,4,Tala,Alto,AGU23L14,N42473,N42474,-75.35840408,5.59627409,CALDAS,AGUADAS
NN,Bosque natural secundario,Ejecutado,2024-07-09,Ambos Lados,18,5,Tala,Medio,PRO23L14,O42689,O42690,-75.98530026,5.178812085,RISARALDA,APÍA
TACHUELO,Arbol aislado,Ejecutado,2024-07-09,Ambos Lados,20,8,Poda,Alto,LMC23L12,N32202,N32203,-75.54447806,5.405988248,CALDAS,LA MERCED
CAMARGO,Rastrojo,Ejecutado,2024-07-16,Izquierda,30,6,Poda,Medio,AZA23L19,M43843,M43844,-75.477683,5.050355,CALDAS,MANIZALES
GAVILAN,Arbol aislado,Ejecutado,2024-07-16,Izquierda,20,10,Poda,Alto,AZA23L19,M43421,M43422,-75.477077,5.048552,CALDAS,MANIZALES
GAVILAN,Arbol aislado,Ejecutado,2024-07-16,Izquierda,20,5,Poda,Medio,AZA23L19,M43419,M43420,-75.477427,5.049583,CALDAS,MANIZALES
ACACIA,Arbol aislado,Inspeccionado,2024-07-16,Izquierda,20,4,Poda,Alto,AZA23L19,M43844,M43845,-75.477397,5.050214,CALDAS,MANIZALES
SIETE CUEROS,Arbol aislado,Inspeccionado,2024-07-16,Derecha,20,6,Poda,Medio,AZA23L19,M43421,M43422,-75.477069,5.048562,CALDAS,MANIZALES
ACACIA,Arbol aislado,Inspeccionado,2024-07-16,Derecha,0,0,Poda,Bajo,AZA23L19,M43844,M43845,-75.477388,5.050224,CALDAS,MANIZALES
EUCALIPTO,Plantacion,Ejecutado,2024-07-16,Debajo,19,20,Tala,Medio,AZA23L19,M43079,M43928,-75.471846,5.05474,CALDAS,MANIZALES
NN,Bosque natural secundario,Inspeccionado,2024-07-13,Izquierda,70,6,Poda,Medio,AZA23L19,M43319,M43324,-75.472461,5.05542,CALDAS,MANIZALES
NN,Rastrojo,Ejecutado,2024-07-13,Debajo,4,15,Rocería,Medio,AZA23L19,M43929,M43948,-75.473891,5.055843,CALDAS,MANIZALES
LECHUDO,Arbol aislado,Inspeccionado,2024-07-13,Debajo,35,3,Poda,Bajo,AZA23L19,M43969,M43970,-75.455263,5.054238,CALDAS,MANIZALES
NN,Arbol aislado,Inspeccionado,2024-07-13,Debajo,45,3,Rocería,Bajo,AZA23L19,M43314,M43315,-75.445855,5.055472,CALDAS,MANIZALES
LECHUDO,Arbol aislado,Ejecutado,2024-07-13,Derecha,30,10,Rocería,Bajo,AZA23L19,M43314,M43315,-75.445847,5.055483,CALDAS,MANIZALES
PINO PATULA,Plantacion,Inspeccionado,2024-07-05,Derecha,80,10,Poda,Bajo,AZA23L19,M43011,M43079,-75.464974,5.05652,CALDAS,MANIZALES
NN,Bosque natural secundario,Ejecutado,2024-07-13,Debajo,40,12,Rocería,Medio,AZA23L19,M43312,M46980,-75.447862,5.055112,CALDAS,MANIZALES
CEDRO,Arbol aislado,Ejecutado,2024-07-12,Debajo,30,5,Poda,Bajo,SNA23L15,E41655,E41656,-74.91639307,5.506950085,CALDAS,SAMANÁ
NN,Bosque natural secundario,Ejecutado,2024-07-15,Izquierda,50,8,Poda,Alto,MAN23L16,M20381,M20383,-75.52984463,5.042887679,CALDAS,MANIZALES
ARBOLOCO,Bosque natural secundario,Ejecutado,2024-07-15,Derecha,20,10,Poda,Alto,MAN23L16,M20040,M20155,-75.53247207,5.040507055,CALDAS,MANIZALES
MANZANILLO,Arbol aislado,Ejecutado,2024-07-15,Debajo,40,10,Poda,Alto,MAN23L16,M20040,M20155,-75.53247379,5.040505912,CALDAS,MANIZALES
MESTIZO,Arbol aislado,Ejecutado,2024-07-15,Izquierda,35,0,Tala,Alto,MAN23L16,M20038,M20381,-75.5299,5.04312,CALDAS,MANIZALES
CAMARGO,Arbol aislado,Ejecutado,2024-07-15,Derecha,30,8,Poda,Alto,MAN23L16,M20381,M20382,-75.529991,5.042975,CALDAS,MANIZALES
CIPRES,Arbol aislado,Ejecutado,2024-07-15,Debajo,30,10,Poda,Alto,MAN23L16,M20036,M20359,-75.530495,5.045465,CALDAS,MANIZALES
CAMARGO,Arbol aislado,Ejecutado,2024-07-15,Debajo,40,6,Poda,Medio,MAN23L16,M20040,M20154,-75.532422,5.040612,CALDAS,MANIZALES
NN,Rastrojo,Ejecutado,2024-07-15,Ambos Lados,10,15,Rocería,Bajo,MGT23L14,W22008,W22557,-75.724458,5.119529,CALDAS,RISARALDA
MATARRATON,Cerca Viva,Ejecutado,2024-07-15,Debajo,30,5,Poda,Alto,MGT23L14,W22006,W22007,-75.724154,5.119812,CALDAS,RISARALDA
YARUMO,Arbol aislado,Ejecutado,2024-07-16,Debajo,25,2,Tala,Alto,QHI30L16,B03030,B03031,-75.7882436,5.281737291,CALDAS,ANSERMA
NOGAL CAFETERO,Cafe/sombrio,Ejecutado,2024-07-16,Derecha,40,3,Poda,Medio,QHI30L16,B03051,B03052,-75.79067173,5.230477908,CALDAS,ANSERMA
NN,Bosque natural secundario,Ejecutado,2024-07-16,Ambos Lados,35,15,Poda,Alto,QHI30L16,B03028,B03029,-75.78918181,5.291407996,RISARALDA,GUÁTICA
MATARRATON,Cerca Viva,Ejecutado,2024-07-16,Debajo,20,30,Poda,Bajo,DOR30L19,B09084,B09085,-74.84207982,5.550023988,CALDAS,NORCASIA
LECHUDO,Arbol aislado,Ejecutado,2024-07-16,Derecha,60,8,Tala,Alto,DOR30L19,B09084,B09085,-74.84035935,5.549457971,CALDAS,NORCASIA
ESPADERO,Arbol aislado,Ejecutado,2024-07-16,Izquierda,35,10,Poda,Alto,DOR30L19,B09083,B09084,-74.84034038,5.549450651,CALDAS,NORCASIA
MATARRATON,Cerca Viva,Ejecutado,2024-07-16,Ambos Lados,25,8,Poda,Alto,PRA23L13,N49523,N49524,-75.56006579,5.483406247,CALDAS,PÁCORA
GUANABANO,Frutales,Ejecutado,2024-07-16,Debajo,30,6,Poda,Alto,PRA23L13,W60093,W61116,-75.57600453,5.489262731,CALDAS,MARMATO
CEDRO,Arbol aislado,Ejecutado,2024-07-11,Izquierda,90,12,Poda,Alto,BVA23L12,L30095,L30096,-74.69951349,5.791098051,CALDAS,LA DORADA
NN,Bosque natural secundario,Ejecutado,2024-07-12,Izquierda,30,7,Poda,Alto,SNA23L15,E41818,E41819,-74.91304964,5.524415584,CALDAS,SAMANÁ
NN,Bosque natural secundario,Ejecutado,2024-07-12,Izquierda,27,4,Poda,Alto,SNA23L15,E41818,E41819,-74.91335543,5.523948868,CALDAS,SAMANÁ
OTROS,Arbol aislado,Ejecutado,2024-07-15,Debajo,25,20,Poda,Bajo,MGT23L14,W22006,W22007,-75.724299,5.119734,CALDAS,RISARALDA
PALMA,Ornamental,Ejecutado,2024-07-15,Encima,40,5,Poda,Bajo,MGT23L14,W22006,W22007,-75.72405,5.119879,CALDAS,RISARALDA
GUADUA,Guadual,Ejecutado,2024-07-15,Izquierda,10,6,Tala,Alto,MGT23L14,W22008,W22557,-75.7244728,5.119535642,CALDAS,RISARALDA
ALMENDRO,Frutales,Ejecutado,2024-07-15,Debajo,45,5,Poda,Alto,DOR23L13,L14199,L14202,-74.66975454,5.445863585,CALDAS,LA DORADA
MANGO,Frutales,Inspeccionado,2024-07-15,Izquierda,70,10,Poda,Medio,DOR23L12,L15013,L15014,-74.668757,5.445626,CALDAS,LA DORADA
MELINA,Arbol aislado,Inspeccionado,2024-07-15,Izquierda,0,4,Poda,Bajo,DOR23L12,L15013,L15014,-74.668562,5.445775,CALDAS,LA DORADA
MAMONCILLO,Frutales,Inspeccionado,2024-07-15,Ambos Lados,80,5,Poda,No aplica,DOR23L13,L14204,L14353,-74.669024,5.445645,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-07-09,Debajo,15,10,Poda,Alto,AGU23L14,N42473,N42474,-75.357509,5.596913,CALDAS,AGUADAS
OTROS,Bosque natural,Ejecutado,2024-07-09,Debajo,25,0,Poda,Alto,AGU23L14,N42473,N42474,-75.358219,5.596407,CALDAS,AGUADAS
NN,Rastrojo,Ejecutado,2024-07-09,Debajo,10,15,Poda,Alto,AGU23L14,N42474,N42475,-75.357275,5.597113,CALDAS,AGUADAS
NN,Rastrojo,Ejecutado,2024-07-09,Debajo,10,8,Rocería,Alto,AGU23L14,N42478,N42479,-75.353283,5.597854,CALDAS,AGUADAS
MANGO,Frutales,Inspeccionado,2024-07-09,Debajo,30,0,Poda,Alto,AGU23L14,N42477,N42481,-75.353258,5.597535,CALDAS,AGUADAS
ARBOLOCO,Bosque natural,Ejecutado,2024-07-09,Debajo,20,20,Poda,Alto,AGU23L14,N42473,N42474,-75.357591,5.596855,CALDAS,AGUADAS
TUNO ROSO,Arbol aislado,Ejecutado,2024-07-12,Debajo,15,2,Poda,Medio,SNA23L15,E41655,E41656,-74.91633946,5.506275115,CALDAS,SAMANÁ
MONTEFRIO,Arbol aislado,Ejecutado,2024-07-15,Ambos Lados,70,40,Tala,Alto,DOR30L19,B09089,B09090,-74.85390954,5.554625946,CALDAS,NORCASIA
OTROS,Arbol aislado,Ejecutado,2024-07-15,Ambos Lados,50,30,Tala,Alto,DOR30L19,B09089,B09090,-74.85390135,5.554625411,CALDAS,NORCASIA
DINDE,Arbol aislado,Ejecutado,2024-07-11,Debajo,60,9,Poda,Alto,BVA23L12,L30095,L30096,-74.69940983,5.791057097,CALDAS,LA DORADA
SAMAN,Arbol aislado,Pendiente Apagon,2024-07-15,Encima,75,15,Poda,Medio,AMR23L12,C32212,C32213,-75.6343764,5.180552207,CALDAS,NEIRA
MATARRATON,Cerca Viva,Ejecutado,2024-07-15,Debajo,25,4,Poda,Medio,AMR23L12,C32212,C32213,-75.63418479,5.180376281,CALDAS,NEIRA
MATARRATON,Cerca Viva,Ejecutado,2024-07-15,Ambos Lados,45,5,Poda,Medio,AMR23L12,C32213,C32224,-75.63447606,5.180631828,CALDAS,NEIRA
TACHUELO,Arbol aislado,Ejecutado,2024-07-15,Derecha,65,15,Poda,Medio,AMR23L12,C32213,C32224,-75.63464468,5.180754005,CALDAS,NEIRA
MATARRATON,Cerca Viva,Ejecutado,2024-07-15,Ambos Lados,60,12,Poda,Medio,AMR23L12,C32224,C32225,-75.63702938,5.182822136,CALDAS,NEIRA
MATARRATON,Cerca Viva,Ejecutado,2024-07-15,Derecha,45,12,Poda,Medio,AMR23L12,C32225,C32226,-75.63789186,5.183595198,CALDAS,NEIRA
PALMA REAL,Arbol aislado,Ejecutado,2024-07-15,Ambos Lados,30,10,Tala,Alto,PUR40L19,A02094,A02095,-74.71579353,5.427471118,CALDAS,LA DORADA
NN,Rastrojo,Ejecutado,2024-07-15,Ambos Lados,4,20,Rocería,Alto,PUR40L19,A02094,A02095,-74.71579394,5.42747081,CALDAS,LA DORADA
NN,Arbol aislado,Ejecutado,2024-07-10,Izquierda,40,14,Poda,Alto,PUR40L19,A02094,A02095,-74.71688325,5.426725708,CALDAS,LA DORADA
NN,Rastrojo,Ejecutado,2024-07-10,Debajo,3,40,Rocería,Alto,PUR40L19,A02094,A02095,-74.71617408,5.427211677,CALDAS,LA DORADA
NN,Rastrojo,Ejecutado,2024-07-11,Debajo,3,20,Rocería,Alto,PUR40L19,A02094,A02095,-74.71579753,5.42746816,CALDAS,LA DORADA
DINDE,Arbol aislado,Ejecutado,2024-07-11,Debajo,32,10,Tala,Alto,PUR40L19,A02093,A02094,-74.71570928,5.427522051,CALDAS,LA DORADA
NN,Arbol aislado,Ejecutado,2024-07-15,Debajo,30,15,Poda,Alto,DON23L13,B69007,B69008,-74.67994796,5.485026833,CALDAS,LA DORADA
LECHUDO,Arbol aislado,Ejecutado,2024-07-09,Ambos Lados,35,35,Tala,Alto,BVA23L12,L30095,L30096,-74.69740579,5.790294114,CALDAS,LA DORADA
GUADUA,Guadual,Pendiente Apagon,2024-07-09,Encima,28,25,Tala,Alto,BEL30L13,B64008,B64009,-75.83963198,5.046235449,CALDAS,SAN JOSÉ
NN,Rastrojo,Ejecutado,2024-07-08,Debajo,1,5,Rocería,Alto,BEL30L13,B64005,B64006,-75.84270771,5.053253255,CALDAS,SAN JOSÉ
LAUREL,Arbol aislado,Pendiente Otro,2024-07-09,Debajo,49,20,Poda,Alto,BEL30L13,B64011,B64012,-75.83867559,5.040076287,CALDAS,SAN JOSÉ
NN,Rastrojo,Ejecutado,2024-07-09,Debajo,1,9,Rocería,Alto,BEL30L13,B64012,B64013,-75.83853899,5.038731899,CALDAS,SAN JOSÉ
NN,Rastrojo,Ejecutado,2024-07-08,Debajo,3,9,Rocería,Alto,BEL30L13,B64004,B64005,-75.84300339,5.053915306,CALDAS,SAN JOSÉ
MATARRATON,Cerca Viva,Ejecutado,2024-07-09,Debajo,45,12,Poda,Alto,BEL30L13,B64009,B64010,-75.83926794,5.045423158,CALDAS,SAN JOSÉ
NN,Rastrojo,Ejecutado,2024-07-08,Debajo,1,6,Rocería,Alto,BEL30L13,B64004,B64005,-75.84488848,5.058201797,CALDAS,SAN JOSÉ
SAMAN,Arbol aislado,Ejecutado,2024-07-08,Derecha,123,15,Poda,Alto,BEL30L13,B64001,B6400B,-75.84827856,5.064547617,CALDAS,SAN JOSÉ
DINDE,Arbol aislado,Ejecutado,2024-07-08,Derecha,50,30,Tala,Alto,BVA23L12,L30094,L30095,-74.70190037,5.792203305,CALDAS,LA DORADA
AGUACATE,Frutales,Ejecutado,2024-07-09,Debajo,20,6,Poda,Alto,AGU23L14,N42474,N42475,-75.357265,5.597168,CALDAS,AGUADAS
NN,Rastrojo,Ejecutado,2024-07-09,Ambos Lados,10,15,Poda,Alto,AGU23L14,N42473,N42474,-75.358409,5.596266,CALDAS,AGUADAS
OTROS,Bosque natural,Inspeccionado,2024-07-09,Debajo,15,0,Poda,Alto,AGU23L14,N42477,N42481,-75.353152,5.597568,CALDAS,AGUADAS
EUCALIPTO,Plantacion,Pendiente Apagon,2024-07-09,Derecha,35,10,Poda,Bajo,PRO23L14,O42690,O42696,-75.98424723,5.177647865,RISARALDA,APÍA
NN,Bosque natural secundario,Ejecutado,2024-07-09,Debajo,30,4,Poda,Medio,PRO23L14,O42689,O42690,-75.98545571,5.178990131,RISARALDA,APÍA
MATARRATON,Cerca Viva,Ejecutado,2024-07-15,Ambos Lados,60,15,Poda,Medio,AMR23L12,C32196,C32202,-75.63861576,5.168959399,CALDAS,NEIRA
